Photo ID,Player,Set,Tags,Raw URL,Processed URL
52513076155,Joey (Albert) Belle,1990 Donruss,(PSA/BLUEINK),https://www.flickr.com/photos/90414144@N05/52513076155,"[URL=""https://www.flickr.com/photos/tkraft24/52513076155""] photo[/URL]"
52513076630,Joey (Albert) Belle,1990 Donruss,(PSA/INSCRIPTION/BLACKINK),https://www.flickr.com/photos/90414144@N05/52513076630,"[URL=""https://www.flickr.com/photos/tkraft24/52513076630""] photo[/URL]"
52691123022,Joey (Albert) Belle,1990 Donruss,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/52691123022,"[URL=""https://www.flickr.com/photos/tkraft24/52691123022""] photo[/URL]"
52512602674,Steve Olin,1990 Donruss,(PSA/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512602674,"[URL=""https://www.flickr.com/photos/tkraft24/52512602674""] photo[/URL]"
53886908593,Steve Olin,1990 Donruss,(PSA/BLUEINK),https://www.flickr.com/photos/90414144@N05/53886908593,"[URL=""https://www.flickr.com/photos/tkraft24/53886908593""] photo[/URL]"
52512866929,Joey (Albert) Belle,1990 Fleer,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/52512866929,"[URL=""https://www.flickr.com/photos/tkraft24/52512866929""] photo[/URL]"
52513076335,Joey (Albert) Belle,1990 Fleer,(BAS/BLUEINK/INSCRIPTION),https://www.flickr.com/photos/90414144@N05/52513076335,"[URL=""https://www.flickr.com/photos/tkraft24/52513076335""] photo[/URL]"
52512603909,Steve Olin,1990 Fleer,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512603909,"[URL=""https://www.flickr.com/photos/tkraft24/52512603909""] photo[/URL]"
52512126522,Albert Belle,1990 Leaf,(PSA/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512126522,"[URL=""https://www.flickr.com/photos/tkraft24/52512126522""] photo[/URL]"
52513145623,Joey (Albert) Belle,1990 Leaf,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/52513145623,"[URL=""https://www.flickr.com/photos/tkraft24/52513145623""] photo[/URL]"
53885465932,Joey (Albert) Belle,1990 Leaf,(BLUEINK),https://www.flickr.com/photos/90414144@N05/53885465932,"[URL=""https://www.flickr.com/photos/tkraft24/53885465932""] photo[/URL]"
53835322953,Larry Doby,1990 Pacific Legends,(HOF/BLUEINK/BAS),https://www.flickr.com/photos/90414144@N05/53835322953,"[URL=""https://www.flickr.com/photos/tkraft24/53835322953""] photo[/URL]"
53835418224,Rocky Colavito,1990 Pacific Legends,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/53835418224,"[URL=""https://www.flickr.com/photos/tkraft24/53835418224""] photo[/URL]"
52513580509,Jim Thome,1990 ProCards Burlington Indians,(MILB/HOF/PSA/BLACKINK),https://www.flickr.com/photos/90414144@N05/52513580509,"[URL=""https://www.flickr.com/photos/tkraft24/52513580509""] photo[/URL]"
52847139243,Jim Thome,1990 ProCards Burlington Indians,(MILB/HOF/BLUEINK/BAS),https://www.flickr.com/photos/90414144@N05/52847139243,"[URL=""https://www.flickr.com/photos/tkraft24/52847139243""] photo[/URL]"
52513075960,Joey (Albert) Belle,1990 Score,(BLUEINK/BAS),https://www.flickr.com/photos/90414144@N05/52513075960,"[URL=""https://www.flickr.com/photos/tkraft24/52513075960""] photo[/URL]"
53526027959,Joey (Albert) Belle,1990 Score,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53526027959,"[URL=""https://www.flickr.com/photos/tkraft24/53526027959""] photo[/URL]"
52512334711,Steve Olin,1990 Score,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512334711,"[URL=""https://www.flickr.com/photos/tkraft24/52512334711""] photo[/URL]"
53849376044,Steve Olin,1990 Score,(BLACKINK/BAS),https://www.flickr.com/photos/90414144@N05/53849376044,"[URL=""https://www.flickr.com/photos/tkraft24/53849376044""] photo[/URL]"
52512126722,Albert Belle,1990 Score Rising Stars,(BAS/BLUEINK/INSCRIPTION),https://www.flickr.com/photos/90414144@N05/52512126722,"[URL=""https://www.flickr.com/photos/tkraft24/52512126722""] photo[/URL]"
53239923585,Joey (Albert) Belle,1990 Star Prospects,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53239923585,"[URL=""https://www.flickr.com/photos/tkraft24/53239923585""] photo[/URL]"
52513076505,Joey (Albert) Belle,1990 Topps '89 Debut,(BLUEINK/BAS),https://www.flickr.com/photos/90414144@N05/52513076505,"[URL=""https://www.flickr.com/photos/tkraft24/52513076505""] photo[/URL]"
53886607333,Joey (Albert) Belle,1990 Topps '89 Debut,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53886607333,"[URL=""https://www.flickr.com/photos/tkraft24/53886607333""] photo[/URL]"
52512600276,Joey (Albert) Belle,1990 Topps,(BAS/BLUEINK/INSCRIPTION),https://www.flickr.com/photos/90414144@N05/52512600276,"[URL=""https://www.flickr.com/photos/tkraft24/52512600276""] photo[/URL]"
52512866934,Joey (Albert) Belle,1990 Topps,(BLUEINK/BAS),https://www.flickr.com/photos/90414144@N05/52512866934,"[URL=""https://www.flickr.com/photos/tkraft24/52512866934""] photo[/URL]"
53524811877,Joey (Albert) Belle,1990 Topps,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53524811877,"[URL=""https://www.flickr.com/photos/tkraft24/53524811877""] photo[/URL]"
52512602669,Steve Olin,1990 Topps,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512602669,"[URL=""https://www.flickr.com/photos/tkraft24/52512602669""] photo[/URL]"
52512603904,Steve Olin,1990 Topps 89 Debut,(BLUEINK/BAS),https://www.flickr.com/photos/90414144@N05/52512603904,"[URL=""https://www.flickr.com/photos/tkraft24/52512603904""] photo[/URL]"
52513076160,Joey (Albert) Belle,1990 Topps Rookies,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/52513076160,"[URL=""https://www.flickr.com/photos/tkraft24/52513076160""] photo[/URL]"
53835506809,Keith Hernandez,1990 Topps Traded,(PSA/BLUEINK),https://www.flickr.com/photos/90414144@N05/53835506809,"[URL=""https://www.flickr.com/photos/tkraft24/53835506809""] photo[/URL]"
53885465937,Joey (Albert) Belle,1990 Toys R Us Rookies,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53885465937,"[URL=""https://www.flickr.com/photos/tkraft24/53885465937""] photo[/URL]"
52512599861,Joey (Albert) Belle,1990 Upper Deck,(BLUEINK/BAS),https://www.flickr.com/photos/90414144@N05/52512599861,"[URL=""https://www.flickr.com/photos/tkraft24/52512599861""] photo[/URL]"
52512334266,Steve Olin,1990 Upper Deck,(PSA/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512334266,"[URL=""https://www.flickr.com/photos/tkraft24/52512334266""] photo[/URL]"
53239807054,Albert Belle,1991 Bowman,(BAS/BLACKINK/INSCRIPTION),https://www.flickr.com/photos/90414144@N05/53239807054,"[URL=""https://www.flickr.com/photos/tkraft24/53239807054""] photo[/URL]"
53514189160,Jim Thome,1991 Bowman,(BAS/BLACKINK/HOF),https://www.flickr.com/photos/90414144@N05/53514189160,"[URL=""https://www.flickr.com/photos/tkraft24/53514189160""] photo[/URL]"
52513149396,Manny Ramirez,1991 Classic 4-Sport,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/52513149396,"[URL=""https://www.flickr.com/photos/tkraft24/52513149396""] photo[/URL]"
52513418019,Manny Ramirez,1991 Classic 4-Sport,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/52513418019,"[URL=""https://www.flickr.com/photos/tkraft24/52513418019""] photo[/URL]"
53807182316,Manny Ramirez,1991 Classic 4-Sport,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/53807182316,"[URL=""https://www.flickr.com/photos/tkraft24/53807182316""] photo[/URL]"
52513309021,Jim Thome,1991 Classic Best,(BAS/BLUEINK/HOF/MILB),https://www.flickr.com/photos/90414144@N05/52513309021,"[URL=""https://www.flickr.com/photos/tkraft24/52513309021""] photo[/URL]"
52513580034,Jim Thome,1991 Classic Best Gold,(BAS/BLUEINK/MILB/HOF),https://www.flickr.com/photos/90414144@N05/52513580034,"[URL=""https://www.flickr.com/photos/tkraft24/52513580034""] photo[/URL]"
52512676002,Manny Ramirez,1991 Classic Draft Picks,(BLUEINK/SGCJSA),https://www.flickr.com/photos/90414144@N05/52512676002,"[URL=""https://www.flickr.com/photos/tkraft24/52512676002""] photo[/URL]"
52512333876,Steve Olin,1991 Donruss,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512333876,"[URL=""https://www.flickr.com/photos/tkraft24/52512333876""] photo[/URL]"
53805030766,Steve Olin,1991 Donruss,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53805030766,"[URL=""https://www.flickr.com/photos/tkraft24/53805030766""] photo[/URL]"
52796890719,Albert Belle,1991 Fleer,(PSA/BLACKINK/INSCRIPTION),https://www.flickr.com/photos/90414144@N05/52796890719,"[URL=""https://www.flickr.com/photos/tkraft24/52796890719""] photo[/URL]"
52511863152,Steve Olin,1991 Fleer,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/52511863152,"[URL=""https://www.flickr.com/photos/tkraft24/52511863152""] photo[/URL]"
53886682061,Steve Olin,1991 Fleer,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/53886682061,"[URL=""https://www.flickr.com/photos/tkraft24/53886682061""] photo[/URL]"
54080648363,Steve Olin,1991 Fleer,(PSA/BLUEINK),https://www.flickr.com/photos/90414144@N05/54080648363,"[URL=""https://www.flickr.com/photos/tkraft24/54080648363""] photo[/URL]"
53806248357,Manny Ramirez,1991 Front Row Draft Picks,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53806248357,"[URL=""https://www.flickr.com/photos/tkraft24/53806248357""] photo[/URL]"
52513076500,Albert Belle,1991 Leaf,(BAS/BLACKINK/INSCRIPTION),https://www.flickr.com/photos/90414144@N05/52513076500,"[URL=""https://www.flickr.com/photos/tkraft24/52513076500""] photo[/URL]"
53340531054,Steve Olin,1991 Leaf,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/53340531054,"[URL=""https://www.flickr.com/photos/tkraft24/53340531054""] photo[/URL]"
